municipio,agencias_bancarias_2024,agua_rede_geral_1991,agua_rede_geral_2000,agua_rede_geral_2010,agua_rede_geral_2022,casas_lotericas_2024,densidade_1991,densidade_2000,densidade_2010,densidade_2022,emprego_formal_estoque_2020,emprego_formal_estoque_2021,emprego_formal_estoque_2022,emprego_formal_estoque_2023,esgoto_rede_geral_1991,esgoto_rede_geral_2000,esgoto_rede_geral_2010,esgoto_rede_geral_2022,estabelecimentos_hospital_2023,estabelecimentos_ubs_2023,focos_queimadas_2022,focos_queimadas_2023,fonte,fpm_2019,fpm_2020,fpm_2021,fpm_2022,fpm_2023,fundeb_2019,fundeb_2020,fundeb_2021,fundeb_2022,fundeb_2023,icms_2019,icms_2020,icms_2021,icms_2022,icms_2023,ideb_anos_finais_2013,ideb_anos_finais_2015,ideb_anos_finais_2017,ideb_anos_finais_2019,ideb_anos_finais_2021,ideb_anos_finais_2023,idhm_1991,idhm_2000,idhm_2010,idhm_educacao_1991,idhm_educacao_2000,idhm_educacao_2010,idhm_longevidade_1991,idhm_longevidade_2000,idhm_longevidade_2010,idhm_renda_1991,idhm_renda_2000,idhm_renda_2010,ipva_2019,ipva_2020,ipva_2021,ipva_2022,ipva_2023,itr_2019,itr_2020,itr_2021,itr_2022,itr_2023,lixo_coletado_1991,lixo_coletado_2000,lixo_coletado_2010,lixo_coletado_2022,pib_per_capita_2017,pib_per_capita_2018,pib_per_capita_2019,pib_per_capita_2020,pib_per_capita_2021,pib_total_2017,pib_total_2018,pib_total_2019,pib_total_2020,pib_total_2021,pop_1991,pop_2000,pop_2010,pop_2022,taxa_alfabetizacao_2000,taxa_alfabetizacao_2010,taxa_alfabetizacao_2022,taxa_urbanizacao_1991,taxa_urbanizacao_2000,taxa_urbanizacao_2010,taxa_urbanizacao_2022,transferencias_total_2019,transferencias_total_2020,transferencias_total_2021,transferencias_total_2022,transferencias_total_2023,vab_agropecuaria_2017,vab_agropecuaria_2018,vab_agropecuaria_2019,vab_agropecuaria_2020,vab_agropecuaria_2021,vab_industria_2017,vab_industria_2018,vab_industria_2019,vab_industria_2020,vab_industria_2021,vab_servicos_2017,vab_servicos_2018,vab_servicos_2019,vab_servicos_2020,vab_servicos_2021,versao_extrator
buriti_do_tocantins,,3.0,1411.0,2128.0,2699.0,,31.8,31.0,38.8,40.8,1.0,135.0,144.0,168.0,,,,,,6.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),8063460.0,7713245.0,10258707.0,12947697.0,13398412.0,6196237.0,7152368.0,8898356.0,9692510.0,11848565.0,1396777.0,1666734.0,2155382.0,1987064.0,2448394.0,,,,,,,0.269,0.462,0.627,0.099,0.357,0.601,0.486,0.592,0.713,0.405,0.467,0.575,262878.0,265160.0,306903.0,355368.0,361887.0,1671.0,1675.0,1894.0,1611.0,2351.0,2.0,70.0,1313.0,2586.0,8510.25,8728.82,9536.87,10134.93,13881.93,94762.0,97737.0,108224.0,116521.0,161641.0,8038.0,7842.0,9768.0,10307.0,70.5,77.6,80.7,65.5,78.0,76.3,76.6,14291902.0,14892990.0,19175858.0,22668078.0,25254581.0,6299.0,6546.0,7307.0,11067.0,44530.0,5088.0,4165.0,4702.0,4848.0,5812.0,58446.0,63418.0,71492.0,76370.0,82370.0,9.0
cachoerinha,,3.0,85.0,345.0,487.0,,,,,,1.0,27.0,168.0,203.0,31.0,2.0,94.0,69.0,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1410954.0,1449914.0,1677763.0,2080034.0,1993563.0,2702928.0,3697495.0,2339247.0,1955968.0,5200944.0,,,,,,,0.314,0.443,0.627,0.153,0.321,0.59,0.523,0.66,0.762,0.387,0.411,0.548,40834.0,45450.0,56977.0,64945.0,59107.0,3335.0,4994.0,3289.0,2959.0,3265.0,,,,,11381.52,12011.88,12850.16,14685.66,25532.91,25904.0,27219.0,29234.0,33542.0,58547.0,,,,,74.3,81.8,85.3,,,,,7476248.0,7251896.0,9382973.0,11805995.0,12048081.0,3715.0,3586.0,4297.0,6141.0,28901.0,676.0,661.0,754.0,829.0,1339.0,15817.0,17331.0,18472.0,20548.0,21138.0,9.0
campos_lindos,,3.0,404.0,1150.0,1755.0,,,,,,1.0,871.0,852.0,1018.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,10258707.0,12947697.0,13398412.0,9158799.0,9646655.0,11911694.0,14141017.0,15494773.0,9792095.0,11193185.0,12382706.0,11690046.0,16810597.0,,,,,,,0.138,0.343,0.544,0.01,0.126,0.377,0.553,0.607,0.738,0.48,0.527,0.578,282597.0,306718.0,407876.0,627195.0,709804.0,136818.0,166979.0,219817.0,428490.0,455824.0,,,,,29666.67,30873.36,33014.57,45818.71,95662.12,290585.0,306171.0,333975.0,472482.0,1004931.0,,,,,74.5,79.0,86.9,,,,,15368205.0,15619683.0,22405792.0,27542120.0,29353997.0,85666.0,140902.0,160152.0,263185.0,706472.0,39780.0,12144.0,9500.0,10969.0,22035.0,55630.0,61431.0,70157.0,74668.0,80671.0,9.0
cariri_do_tocantins,,3.0,411.0,611.0,770.0,,,,,,1.0,740.0,797.0,945.0,,,,,,3.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2922027.0,3274380.0,4265234.0,5060177.0,5989636.0,11724556.0,15372074.0,19028696.0,18178486.0,25488113.0,4.1,3.2,4.6,4.9,4.8,4.9,0.292,0.528,0.662,0.078,0.324,0.549,0.64,0.73,0.826,0.5,0.623,0.639,270402.0,329415.0,346097.0,360651.0,510963.0,266404.0,292068.0,586872.0,409815.0,541660.0,,,,,80332.33,80594.9,83278.15,88824.52,115073.33,345108.0,348251.0,364925.0,394470.0,517715.0,,,,,81.7,85.6,91.2,,,,,9253244.0,9365870.0,12555653.0,15195546.0,16583062.0,36555.0,38940.0,39210.0,77585.0,102971.0,79815.0,42306.0,56876.0,48674.0,84143.0,28144.0,31830.0,35629.0,39204.0,43630.0,9.0
carmolandia,,3.0,1.0,334.0,468.0,,,,,,1.0,158.0,177.0,173.0,31.0,1.0,6.0,1.0,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2455768.0,2511542.0,3086992.0,3638602.0,3854778.0,1400022.0,1293032.0,1621961.0,1568439.0,1597837.0,,,,,,,0.239,0.447,0.64,0.051,0.264,0.521,0.586,0.684,0.81,0.458,0.493,0.621,256592.0,198238.0,211936.0,226806.0,213530.0,56370.0,54384.0,63375.0,80334.0,303024.0,,,,,14000.54,14445.03,16065.19,17324.84,26350.39,35771.0,36922.0,41448.0,45097.0,69222.0,,,,,71.9,81.0,86.1,,,,,8574497.0,8363263.0,10852528.0,13442322.0,14209133.0,7350.0,6969.0,7614.0,9752.0,30368.0,935.0,1098.0,1417.0,1296.0,1516.0,18227.0,20130.0,22226.0,24369.0,26754.0,9.0
carrasco_bonito,,3.0,571.0,811.0,831.0,,,,,,1.0,22.0,21.0,26.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3015291.0,3226101.0,3617142.0,4349642.0,5058121.0,1831028.0,1605604.0,2449228.0,2799221.0,3592821.0,,,,,,,0.152,0.407,0.594,0.027,0.268,0.531,0.481,0.591,0.728,0.268,0.425,0.543,80495.0,71324.0,94490.0,98229.0,119408.0,2493.0,2653.0,2324.0,2945.0,2944.0,,,,,9226.99,9857.14,10583.08,11008.31,12139.52,37415.0,40010.0,43338.0,45464.0,50561.0,,,,,64.2,71.1,79.3,,,,,9082239.0,9027850.0,11322781.0,14077761.0,15112754.0,4840.0,4666.0,5192.0,7318.0,9490.0,1543.0,1777.0,1854.0,1542.0,1682.0,24274.0,26938.0,29570.0,30112.0,32513.0,9.0
caseara,,3.0,80.0,501.0,704.0,,1.7,2.2,2.7,2.9,1.0,821.0,910.0,941.0,31.0,2.0,39.0,6.0,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3682881.0,3698993.0,4472070.0,5059999.0,5664246.0,3462771.0,3913126.0,4739158.0,6018070.0,9026805.0,,,,,,,0.374,0.49,0.658,0.161,0.311,0.534,0.628,0.697,0.825,0.516,0.543,0.647,173906.0,225649.0,242210.0,282223.0,350085.0,364256.0,996309.0,1011226.0,930774.0,1268413.0,116.0,274.0,757.0,1070.0,25200.59,29771.37,31393.09,82279.64,70637.03,132681.0,157639.0,168549.0,447766.0,389493.0,2775.0,3660.0,4601.0,4847.0,76.9,82.1,89.4,73.3,72.4,59.5,63.3,10113308.0,10495868.0,13187599.0,15717504.0,16984660.0,65563.0,75943.0,72873.0,325670.0,284574.0,8551.0,8217.0,11289.0,9186.0,8940.0,31688.0,34680.0,38767.0,40787.0,44418.0,9.0
centenario,,3.0,174.0,414.0,509.0,,,,,,1.0,62.0,61.0,49.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1874005.0,1881353.0,2129362.0,2459515.0,2778174.0,1170424.0,1242583.0,1570704.0,1938808.0,1695475.0,,,,,,,0.209,0.407,0.569,0.044,0.224,0.461,0.565,0.655,0.7,0.369,0.459,0.571,52656.0,58247.0,76506.0,86304.0,106530.0,24711.0,26780.0,32878.0,35295.0,52532.0,,,,,11517.47,11950.36,14618.93,22246.26,21765.64,33009.0,34345.0,42468.0,65315.0,64557.0,,,,,76.0,71.5,84.8,,,,,7961517.0,7705846.0,9864652.0,12218588.0,12882116.0,7815.0,8191.0,12515.0,32539.0,30023.0,676.0,701.0,876.0,1194.0,1230.0,17995.0,19156.0,21365.0,22068.0,24714.0,9.0
chapada_da_natividade,,3.0,195.0,425.0,555.0,,,,,,1.0,305.0,357.0,381.0,31.0,1.0,4.0,4.0,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2026009.0,2179096.0,2579990.0,3105468.0,3760409.0,1284743.0,1469872.0,2397145.0,2730386.0,3302743.0,,,,,,,0.239,0.401,0.62,0.056,0.16,0.497,0.597,0.696,0.814,0.406,0.579,0.59,77750.0,91760.0,113627.0,156281.0,182661.0,68362.0,91445.0,65644.0,76695.0,133126.0,,,,,19706.91,19245.76,20650.63,27536.47,44736.71,66294.0,64165.0,68829.0,91724.0,148973.0,,,,,80.3,79.3,86.0,,,,,8157828.0,8068763.0,10348350.0,12906377.0,13945029.0,31479.0,26843.0,29327.0,49133.0,83513.0,2012.0,2992.0,2182.0,3265.0,18831.0,21018.0,22605.0,24642.0,25397.0,28409.0,9.0
chapada_de_areia,,3.0,133.0,241.0,290.0,,,,,,1.0,38.0,36.0,61.0,31.0,1.0,1.0,3.0,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1320719.0,1650148.0,1981661.0,2470745.0,2646610.0,1179083.0,1485960.0,1561829.0,1612305.0,2615510.0,,,,,,,0.24,0.41,0.619,0.055,0.185,0.529,0.606,0.628,0.726,0.414,0.595,0.619,30050.0,25894.0,40213.0,37971.0,54195.0,12014.0,17375.0,17331.0,24188.0,47339.0,,,,,18492.65,17058.56,17070.81,23577.88,28144.1,26019.0,23899.0,24002.0,33245.0,39824.0,,,,,84.6,81.1,84.9,,,,,7393483.0,7463501.0,9700252.0,12216913.0,12744999.0,8718.0,8191.0,9447.0,15588.0,19794.0,3306.0,1166.0,640.0,1007.0,1208.0,10533.0,11278.0,10778.0,11931.0,14173.0,9.0
colinas,,3.0,1422.0,5389.0,8464.0,,24.9,30.0,36.5,40.6,1.0,3303.0,3640.0,3599.0,31.0,78.0,1813.0,8918.0,1.0,12.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),16126920.0,15426490.0,20517413.0,25895394.0,26796824.0,23385460.0,24458212.0,31610642.0,44907255.0,44408743.0,10748660.0,11665454.0,14674472.0,15192327.0,16290672.0,3.9,3.9,3.8,4.0,4.5,4.5,0.418,0.561,0.701,0.191,0.392,0.614,0.647,0.708,0.814,0.591,0.635,0.69,3309019.0,3754299.0,4489529.0,5797632.0,7684637.0,174194.0,166403.0,245505.0,264983.0,254904.0,1641.0,5600.0,8548.0,11378.0,19754.07,20695.54,22550.08,21959.48,23769.37,688212.0,724137.0,798814.0,787269.0,862139.0,21018.0,25301.0,30838.0,34233.0,82.8,87.9,91.1,90.7,95.3,96.0,96.5,39765211.0,40117278.0,52417079.0,71135231.0,71473992.0,29630.0,26802.0,29006.0,37072.0,92361.0,62075.0,54849.0,57342.0,52905.0,78660.0,200104.0,220271.0,240541.0,244781.0,261775.0,9.0
colmeia,,3.0,391.0,1187.0,1881.0,,7.5,8.1,8.7,7.7,1.0,513.0,506.0,584.0,31.0,4.0,38.0,38.0,1.0,4.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,4636184.0,5126040.0,6087366.0,6672631.0,6754050.0,2944382.0,2452081.0,3000112.0,3103006.0,3493784.0,,,,,,,0.391,0.502,0.671,0.186,0.319,0.574,0.586,0.685,0.816,0.549,0.58,0.645,620065.0,630183.0,713325.0,921831.0,1027739.0,119443.0,123402.0,65472.0,83388.0,75764.0,,,,,17275.19,17384.5,18517.91,20490.75,22628.82,145267.0,143770.0,151939.0,166815.0,182796.0,8732.0,9352.0,8611.0,8941.0,78.0,81.0,88.2,65.0,68.0,74.0,72.0,10826012.0,11053359.0,13859206.0,16485787.0,16882411.0,20324.0,18532.0,20636.0,28275.0,41567.0,12143.0,7539.0,8559.0,10263.0,8275.0,47498.0,50368.0,55082.0,57583.0,60267.0,9.0
combinado,,3.0,230.0,966.0,1314.0,,23.3,21.7,22.3,22.8,1.0,183.0,182.0,194.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2140159.0,2207435.0,2542291.0,3105738.0,3502919.0,1611724.0,1648891.0,2011556.0,2855537.0,2988374.0,,,,,,,0.341,0.526,0.697,0.141,0.358,0.639,0.586,0.709,0.815,0.479,0.574,0.649,202656.0,241434.0,315614.0,338633.0,388914.0,1209.0,1850.0,5034.0,4574.0,4368.0,166.0,342.0,955.0,1520.0,13554.52,13875.81,15212.85,14896.47,15713.45,66065.0,67201.0,73813.0,72412.0,76524.0,4870.0,4524.0,4669.0,4756.0,71.8,81.7,88.5,69.6,82.7,85.7,85.7,8206931.0,8009273.0,10251198.0,12836316.0,13559139.0,5562.0,5444.0,5702.0,7418.0,11156.0,2908.0,2781.0,3366.0,3435.0,3497.0,27093.0,29470.0,32538.0,33285.0,35698.0,9.0
conceicao,,3.0,173.0,525.0,784.0,,2.3,1.7,1.7,1.5,1.0,186.0,184.0,208.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3130955.0,3247242.0,3638999.0,4893251.0,7222509.0,1422714.0,1264501.0,1570755.0,1601223.0,2644068.0,,,,,,,0.31,0.422,0.592,0.112,0.219,0.478,0.593,0.66,0.739,0.447,0.52,0.588,86779.0,94252.0,142438.0,136145.0,172673.0,30089.0,54222.0,54229.0,64481.0,72112.0,1.0,145.0,709.0,915.0,11898.54,12605.42,14135.7,14928.44,16665.58,49724.0,51985.0,58027.0,61013.0,67829.0,5930.0,4377.0,4182.0,3887.0,71.8,76.8,83.5,42.0,53.3,69.6,72.8,9225612.0,9100592.0,11396519.0,14682813.0,17346287.0,6547.0,6254.0,7003.0,9805.0,15023.0,1190.0,1582.0,1907.0,1628.0,1523.0,25284.0,27458.0,30130.0,31103.0,32968.0,9.0
couto_magalhaes,,3.0,275.0,490.0,707.0,,4.3,2.7,3.2,3.4,1.0,248.0,277.0,362.0,,,,,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,4845108.0,5324463.0,6708912.0,7184435.0,7393441.0,3098726.0,2714856.0,3289734.0,3928118.0,5589420.0,,,,,,,0.274,0.409,0.605,0.081,0.208,0.508,0.519,0.628,0.76,0.489,0.525,0.574,158511.0,195266.0,244522.0,328016.0,460915.0,55270.0,53591.0,71514.0,103600.0,179886.0,18.0,162.0,629.0,1232.0,17331.22,21015.79,18069.6,23180.48,35759.76,95824.0,116343.0,100973.0,130715.0,203473.0,6814.0,4335.0,5009.0,5331.0,76.4,82.6,86.2,23.4,42.3,37.6,51.3,10966894.0,11178883.0,14484882.0,17014979.0,17625369.0,19898.0,37781.0,20128.0,37558.0,87040.0,3183.0,10410.0,6982.0,5950.0,8371.0,33517.0,36343.0,40058.0,41852.0,45298.0,9.0
cristalandia,,3.0,793.0,1559.0,1783.0,,5.9,4.0,3.9,3.4,1.0,397.0,371.0,424.0,,,,,1.0,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2799154.0,3438028.0,4142422.0,4659433.0,5270910.0,3012875.0,3596765.0,4596086.0,5064807.0,6320643.0,,,,,,,0.431,0.544,0.673,0.21,0.374,0.57,0.641,0.758,0.805,0.594,0.569,0.663,346119.0,394930.0,444889.0,542860.0,629035.0,100668.0,251214.0,169898.0,226740.0,499094.0,,,,,14393.68,14961.63,17107.06,25149.62,24393.72,106139.0,109220.0,124693.0,183039.0,177294.0,10973.0,7318.0,7234.0,6371.0,83.4,87.4,88.9,49.7,91.7,81.9,81.6,8968830.0,9492073.0,12018026.0,14614977.0,15822413.0,26487.0,29131.0,37024.0,88681.0,80891.0,5949.0,5181.0,5953.0,7531.0,8647.0,39936.0,43067.0,46911.0,49187.0,54015.0,9.0
crixas,,3.0,154.0,241.0,248.0,,,,,,1.0,50.0,81.0,88.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,1254077.0,1450629.0,1839734.0,2322710.0,2210092.0,1332938.0,1378666.0,1838690.0,1797663.0,2349207.0,,,,,,,0.316,0.491,0.644,0.109,0.32,0.555,0.637,0.709,0.798,0.455,0.523,0.603,51811.0,65477.0,98989.0,94307.0,150492.0,36811.0,48748.0,76555.0,231915.0,272978.0,,,,,24054.72,25495.05,28122.35,35909.44,44965.53,41085.0,43546.0,48427.0,62303.0,78645.0,,,,,88.5,89.3,91.1,,,,,7352064.0,7295719.0,9617793.0,12276990.0,12534197.0,17150.0,17803.0,19975.0,33508.0,47272.0,1120.0,1088.0,1206.0,1322.0,1744.0,13528.0,14701.0,16028.0,16579.0,18737.0,9.0
darcinopolis,,3.0,534.0,1043.0,1512.0,,,,,,1.0,570.0,564.0,596.0,,,,,,1.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3849969.0,4008263.0,5028342.0,5139835.0,5787320.0,1875897.0,2081067.0,2420224.0,2810877.0,3375624.0,,,,,,,0.208,0.41,0.581,0.041,0.226,0.429,0.524,0.652,0.764,0.418,0.467,0.597,240240.0,260713.0,268643.0,346199.0,430440.0,42165.0,44205.0,55008.0,65301.0,66685.0,,,,,22669.7,30849.71,37461.58,35624.13,38709.07,135746.0,185654.0,228403.0,219943.0,241932.0,,,,,76.0,79.3,89.9,,,,,9959315.0,9853880.0,12788206.0,14932723.0,15906177.0,53902.0,94496.0,124467.0,116319.0,126582.0,4513.0,4314.0,3696.0,6052.0,6075.0,33272.0,37180.0,41428.0,43155.0,46817.0,9.0
dianopolis,,3.0,1254.0,2778.0,4450.0,,4.2,4.6,5.9,5.4,1.0,1613.0,1632.0,1812.0,31.0,38.0,37.0,90.0,1.0,7.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),12095190.0,11569868.0,15388060.0,19421546.0,20097618.0,11014653.0,12002822.0,14935447.0,17381673.0,19717574.0,9061127.0,10053253.0,12127388.0,12667308.0,14776784.0,,,,,,,0.385,0.515,0.701,0.174,0.334,0.624,0.588,0.709,0.822,0.558,0.576,0.673,1346868.0,1486280.0,1610699.0,1924369.0,2184885.0,280558.0,741390.0,949323.0,769929.0,881871.0,,,,,14075.42,17788.19,20158.41,31290.27,28401.58,305971.0,388672.0,446287.0,701653.0,644829.0,14022.0,15428.0,19112.0,17739.0,78.8,87.6,89.8,60.0,80.7,86.0,87.4,23443250.0,24358567.0,31302093.0,37618619.0,40706159.0,32824.0,26210.0,54468.0,249992.0,237538.0,15946.0,61926.0,62847.0,92092.0,42751.0,118744.0,132044.0,145224.0,149500.0,158081.0,9.0
divinopolis,,3.0,774.0,1289.0,1518.0,,2.7,2.4,2.7,3.0,1.0,570.0,639.0,775.0,31.0,1.0,3.0,35.0,1.0,3.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,4403568.0,4668072.0,5498138.0,6842650.0,7407040.0,3343266.0,3253103.0,5464790.0,6083443.0,6497046.0,,,,,,,0.34,0.503,0.683,0.141,0.345,0.585,0.571,0.685,0.816,0.488,0.538,0.667,372408.0,385333.0,503682.0,673954.0,942495.0,175101.0,216910.0,237099.0,319441.0,418776.0,300.0,559.0,1308.0,1877.0,17509.88,17792.61,17774.91,25754.11,35676.38,120258.0,121986.0,122647.0,178811.0,249235.0,6394.0,5776.0,6363.0,7024.0,79.6,83.6,89.7,50.3,69.0,70.2,74.6,10647034.0,10687341.0,13440682.0,16890548.0,17878159.0,38771.0,37605.0,35105.0,79970.0,134264.0,3679.0,4053.0,4740.0,6501.0,10506.0,40044.0,44222.0,44127.0,50533.0,55830.0,9.0
dois_irmaos,,3.0,589.0,911.0,1071.0,,2.1,1.9,1.9,1.7,1.0,357.0,333.0,447.0,31.0,1.0,1.0,18.0,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,3772552.0,3830195.0,4606119.0,4978044.0,5467204.0,3151803.0,3388833.0,4673488.0,4865226.0,6981320.0,,,,,,,0.27,0.439,0.583,0.078,0.24,0.442,0.566,0.671,0.813,0.445,0.525,0.551,206693.0,228758.0,267738.0,327329.0,413897.0,271135.0,310253.0,251568.0,303821.0,374244.0,2.0,393.0,900.0,1241.0,14052.2,14220.2,15025.21,19938.87,30133.74,102384.0,102542.0,108151.0,143261.0,216149.0,7949.0,7269.0,7161.0,6327.0,81.3,82.5,87.0,24.1,32.9,38.8,48.1,10112571.0,9943173.0,12563323.0,15010559.0,15893835.0,39354.0,37321.0,39557.0,68215.0,95410.0,2321.0,2343.0,2536.0,3638.0,21870.0,39703.0,42398.0,44097.0,46886.0,49571.0,9.0
duere,,3.0,263.0,653.0,876.0,,1.3,1.3,1.3,1.2,1.0,1096.0,1122.0,1193.0,31.0,1.0,8.0,13.0,1.0,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2406494.0,2221498.0,2815224.0,3560408.0,3531832.0,3699326.0,3967357.0,4440250.0,4828943.0,5721909.0,,,,,,,0.319,0.5,0.679,0.104,0.303,0.566,0.641,0.73,0.846,0.487,0.566,0.654,156708.0,174532.0,225990.0,255389.0,316566.0,434336.0,481669.0,581378.0,588698.0,924909.0,35.0,519.0,885.0,1129.0,25421.82,24607.53,27124.01,35028.89,43697.08,120169.0,115335.0,127103.0,164145.0,204765.0,4573.0,4565.0,4592.0,4248.0,79.2,87.5,88.7,44.2,64.9,66.5,67.9,8906179.0,8502965.0,11100343.0,13874898.0,14508550.0,64500.0,58806.0,62665.0,93226.0,130341.0,5364.0,3345.0,4419.0,5369.0,6427.0,29013.0,31453.0,34426.0,36253.0,38690.0,9.0
esperantina,,3.0,1022.0,1662.0,1448.0,,,,,,1.0,65.0,56.0,60.0,,,,,,3.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),8063460.0,7713245.0,10258707.0,12947697.0,13398412.0,9691198.0,9936714.0,12363982.0,14464064.0,14549861.0,1325623.0,1455868.0,1706486.0,1248860.0,1481563.0,3.2,4.0,3.8,3.8,4.0,3.0,0.189,0.357,0.57,0.039,0.193,0.524,0.486,0.58,0.715,0.357,0.408,0.495,146878.0,138008.0,150529.0,211677.0,217787.0,1363.0,882.0,1787.0,642.0,3560.0,,,,,7935.39,8202.34,8967.3,9575.4,10525.18,85647.0,89004.0,98604.0,106660.0,118724.0,,,,,64.2,77.3,78.2,,,,,17786074.0,17676134.0,22641106.0,27438241.0,27957003.0,9090.0,8819.0,10183.0,14018.0,18028.0,1736.0,1640.0,2097.0,3504.0,4790.0,58053.0,62652.0,70146.0,73538.0,79000.0,9.0
fatima,,3.0,86.0,636.0,795.0,,12.5,10.1,9.9,9.1,1.0,246.0,246.0,312.0,31.0,5.0,2.0,120.0,,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2451047.0,2640668.0,3264456.0,3313184.0,3690051.0,1899370.0,2102096.0,2879564.0,2727946.0,2830659.0,,,,,,,0.412,0.543,0.697,0.229,0.404,0.638,0.591,0.696,0.813,0.515,0.568,0.653,229664.0,222165.0,278639.0,883869.0,1332646.0,44132.0,40059.0,24865.0,25845.0,32113.0,316.0,627.0,914.0,1023.0,15297.45,17485.53,20443.49,20734.22,23300.23,59339.0,67162.0,78401.0,79412.0,89100.0,4752.0,3848.0,3805.0,3467.0,85.5,85.1,90.1,58.6,85.6,82.4,84.5,8559346.0,8479535.0,10992415.0,13063820.0,13773774.0,5798.0,7277.0,8688.0,14247.0,24583.0,2749.0,2085.0,6216.0,3080.0,3427.0,23951.0,25962.0,28485.0,30008.0,29414.0,9.0
figueiropolis,,3.0,287.0,908.0,1027.0,,3.8,2.9,2.8,2.7,1.0,401.0,415.0,446.0,,,,,1.0,2.0,,,SEPLAN-TO - Perfil Socioeconômico 2024 (8ª Edição),6047595.0,5784934.0,7694030.0,9710773.0,10048809.0,2931803.0,2943875.0,3583652.0,3820559.0,4269197.0,4685175.0,6688400.0,7840991.0,7512222.0,8405678.0,,,,,,,0.393,0.553,0.689,0.18,0.402,0.6,0.658,0.73,0.822,0.514,0.575,0.664,438939.0,463110.0,519810.0,613928.0,754399.0,232426.0,312992.0,495630.0,582436.0,607743.0,93.0,853.0,1253.0,1563.0,29382.67,32211.88,34891.91,41992.55,49167.4,157256.0,170208.0,183636.0,220167.0,256752.0,7365.0,5562.0,5340.0,5211.0,83.8,83.1,88.3,58.2,77.6,75.9,79.5,9230421.0,9057343.0,11783449.0,14129419.0,14928874.0,51967.0,56209.0,56211.0,96995.0,123292.0,11435.0,5007.0,5319.0,5928.0,6809.0,30861.0,33995.0,34773.0,34830.0,39021.0,9.0
